/Users/macbook/Downloads/IMG/center_2024_10_14_19_36_56_901.jpg, /Users/macbook/Downloads/IMG/left_2024_10_14_19_36_56_901.jpg, /Users/macbook/Downloads/IMG/right_2024_10_14_19_36_56_901.jpg, 0, 0, 0, 7.780842E-05
/Users/macbook/Downloads/IMG/center_2024_10_14_19_36_57_006.jpg, /Users/macbook/Downloads/IMG/left_2024_10_14_19_36_57_006.jpg, /Users/macbook/Downloads/IMG/right_2024_10_14_19_36_57_006.jpg, 0, 0, 0, 7.808218E-05
/Users/macbook/Downloads/IMG/center_2024_10_14_19_36_57_110.jpg, /Users/macbook/Downloads/IMG/left_2024_10_14_19_36_57_110.jpg, /Users/macbook/Downloads/IMG/right_2024_10_14_19_36_57_110.jpg, 0, 0, 0, 7.788697E-05
/Users/macbook/Downloads/IMG/center_2024_10_14_19_36_57_212.jpg, /Users/macbook/Downloads/IMG/left_2024_10_14_19_36_57_212.jpg, /Users/macbook/Downloads/IMG/right_2024_10_14_19_36_57_212.jpg, 0, 0, 0, 8.012329E-05
/Users/macbook/Downloads/IMG/center_2024_10_14_19_36_57_316.jpg, /Users/macbook/Downloads/IMG/left_2024_10_14_19_36_57_316.jpg, /Users/macbook/Downloads/IMG/right_2024_10_14_19_36_57_316.jpg, 0, 0, 0, 7.858629E-05
/Users/macbook/Downloads/IMG/center_2024_10_14_19_36_57_424.jpg, /Users/macbook/Downloads/IMG/left_2024_10_14_19_36_57_424.jpg, /Users/macbook/Downloads/IMG/right_2024_10_14_19_36_57_424.jpg, 0, 0, 0, 7.82418E-05
/Users/macbook/Downloads/IMG/center_2024_10_14_19_36_57_543.jpg, /Users/macbook/Downloads/IMG/left_2024_10_14_19_36_57_543.jpg, /Users/macbook/Downloads/IMG/right_2024_10_14_19_36_57_543.jpg, 0, 0, 0, 7.884082E-05
/Users/macbook/Downloads/IMG/center_2024_10_14_19_36_57_698.jpg, /Users/macbook/Downloads/IMG/left_2024_10_14_19_36_57_698.jpg, /Users/macbook/Downloads/IMG/right_2024_10_14_19_36_57_698.jpg, 0, 0, 0, 7.799164E-05
/Users/macbook/Downloads/IMG/center_2024_10_14_19_36_57_800.jpg, /Users/macbook/Downloads/IMG/left_2024_10_14_19_36_57_800.jpg, /Users/macbook/Downloads/IMG/right_2024_10_14_19_36_57_800.jpg, 0, 0, 0, 7.809902E-05
/Users/macbook/Downloads/IMG/center_2024_10_14_19_36_57_905.jpg, /Users/macbook/Downloads/IMG/left_2024_10_14_19_36_57_905.jpg, /Users/macbook/Downloads/IMG/right_2024_10_14_19_36_57_905.jpg, 0, 0, 0, 7.850596E-05
/Users/macbook/Downloads/IMG/center_2024_10_14_19_36_58_011.jpg, /Users/macbook/Downloads/IMG/left_2024_10_14_19_36_58_011.jpg, /Users/macbook/Downloads/IMG/right_2024_10_14_19_36_58_011.jpg, 0, 0, 0, 7.808129E-05
/Users/macbook/Downloads/IMG/center_2024_10_14_19_36_58_121.jpg, /Users/macbook/Downloads/IMG/left_2024_10_14_19_36_58_121.jpg, /Users/macbook/Downloads/IMG/right_2024_10_14_19_36_58_121.jpg, 0, 0, 0, 7.80562E-05
/Users/macbook/Downloads/IMG/center_2024_10_14_19_36_58_229.jpg, /Users/macbook/Downloads/IMG/left_2024_10_14_19_36_58_229.jpg, /Users/macbook/Downloads/IMG/right_2024_10_14_19_36_58_229.jpg, 0, 0, 0, 7.932851E-05
/Users/macbook/Downloads/IMG/center_2024_10_14_19_36_58_333.jpg, /Users/macbook/Downloads/IMG/left_2024_10_14_19_36_58_333.jpg, /Users/macbook/Downloads/IMG/right_2024_10_14_19_36_58_333.jpg, 0, 0, 0, 7.799739E-05
